"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/2004 K11 (SOHO)",1.0000,0.005,144.20,9.39,87.82,,2004-05-28.1,,PAR,0,,14,T,,,,
"     C/2004 K12 (SOHO)",1.0000,0.005,143.93,10.28,87.99,,2004-05-31.1,,PAR,0,,28,T,,,,
"     C/2004 L3 (SOHO)",1.0000,0.005,133.49,37.61,109.81,,2004-06-05.6,,PAR,0,,4,T,,,,
"     C/2004 L4 (SOHO)",1.0000,0.006,135.88,32.40,102.10,,2004-06-08.4,,PAR,1,,7,T,,,,
"     C/2004 L5 (SOHO)",1.0000,0.005,142.30,12.36,89.25,,2004-06-08.6,,PAR,0,,7,T,,,,
"     C/2004 L6 (SOHO)",1.0000,0.005,137.60,25.12,98.23,,2004-06-09.9,,PAR,0,,6,T,,,,
"     C/2004 L7 (SOHO)",1.0000,0.007,138.77,330.47,55.81,,2004-06-10.1,,PAR,0,,19,T,,,,
"     C/2004 L8 (SOHO)",1.0000,0.005,132.59,355.13,77.92,,2004-06-11.0,,PAR,0,,10,T,,,,
"     C/2004 L9 (SOHO)",1.0000,0.005,141.15,22.25,96.17,,2004-06-11.4,,PAR,1,,12,T,,,,
"     C/2004 L10 (SOHO)",1.0000,0.043,12.54,35.76,69.72,,2004-06-14.1,,PAR,1,,16,T,,,,
"     C/2004 L11 (SOHO)",1.0000,0.008,147.71,343.04,62.25,,2004-06-15.7,,PAR,0,,7,T,,,,
"     C/2004 M1 (SOHO)",1.0000,0.005,145.93,0.01,79.46,,2004-06-18.5,,PAR,0,,37,T,,,,
"     C/2004 M2 (SOHO)",1.0000,0.005,144.72,346.57,67.27,,2004-06-25.7,,PAR,1,,22,T,,,,
"     C/2004 M3 (SOHO)",1.0000,0.008,142.55,320.26,38.05,,2004-06-26.7,,PAR,0,,10,T,,,,
"     C/2004 M4 (SOHO)",1.0000,0.005,144.68,6.04,84.49,,2004-06-27.4,,PAR,1,,21,T,,,,
"     C/2004 M5 (SOHO)",1.0000,0.005,145.12,341.83,62.65,,2004-06-27.9,,PAR,0,,10,T,,,,
"     C/2004 M6 (SOHO)",1.0000,0.005,144.70,344.20,64.99,,2004-06-27.9,,PAR,0,,9,T,,,,
"     C/2004 M7 (SOHO)",1.0000,0.005,144.26,6.15,85.53,,2004-06-28.2,,PAR,0,,9,T,,,,
"     C/2004 N1 (SOHO)",1.0000,0.005,145.83,0.49,79.79,,2004-07-01.6,,PAR,0,,10,T,,,,
"     C/2004 N2 (SOHO)",1.0000,0.005,144.80,353.62,73.45,,2004-07-02.5,,PAR,1,,43,T,,,,
"     C/2004 N3 (SOHO)",1.0000,0.005,144.75,6.41,85.04,,2004-07-06.5,,PAR,1,,38,T,,,,
"     C/2004 N4 (SOHO)",1.0000,0.008,142.03,345.84,67.01,,2004-07-07.9,,PAR,0,,10,T,,,,
"     C/2004 N5 (SOHO)",1.0000,0.005,146.04,357.80,76.56,,2004-07-08.7,,PAR,0,,24,T,,,,
"     C/2004 N6 (SOHO)",1.0000,0.005,137.04,24.76,104.74,,2004-07-09.8,,PAR,0,,7,T,,,,
"     C/2004 O1 (SOHO)",1.0000,0.007,144.67,7.12,85.62,,2004-07-18.7,,PAR,2,,57,T,,,,
"     C/2004 O2 (SOHO)",1.0000,0.006,143.76,354.61,75.24,,2004-07-18.5,,PAR,1,,27,T,,,,
"     C/2004 O3 (SOHO)",1.0000,0.005,138.99,22.27,101.14,,2004-07-26.6,,PAR,0,,9,T,,,,
"     C/2004 P2 (SOHO)",1.0000,0.005,143.26,5.56,83.60,,2004-08-04.7,,PAR,0,,10,T,,,,
"     C/2004 P3 (SOHO)",1.0000,0.005,145.69,4.68,82.94,,2004-08-06.2,,PAR,0,,14,T,,,,
"     C/2004 P4 (SOHO)",1.0000,0.005,144.85,355.60,74.10,,2004-08-06.9,,PAR,0,,15,T,,,,
"     C/2004 P5 (SOHO)",1.0000,0.006,133.10,324.88,52.72,,2004-08-09.4,,PAR,1,,25,T,,,,
"     C/2004 P6 (SOHO)",1.0000,0.006,143.16,13.10,92.78,,2004-08-14.0,,PAR,0,,24,T,,,,
"     C/2004 P7 (SOHO)",1.0000,0.005,142.67,15.42,95.62,,2004-08-16.4,,PAR,1,,42,T,,,,
"     C/2004 Q3 (SOHO)",1.0000,0.005,144.39,358.53,77.41,,2004-08-20.9,,PAR,1,,37,T,,,,
"     C/2004 Q4 (SOHO)",1.0000,0.005,144.36,359.32,78.16,,2004-08-21.9,,PAR,1,,28,T,,,,
"     C/2004 Q5 (SOHO)",1.0000,0.005,144.53,356.66,75.73,,2004-08-26.1,,PAR,0,,11,T,,,,
"     C/2004 Q6 (SOHO)",1.0000,0.004,144.51,6.29,84.12,,2004-08-26.8,,PAR,0,,24,T,,,,
"     C/2004 R4 (SOHO)",1.0000,0.005,144.83,5.81,83.36,,2004-09-06.0,,PAR,1,,53,T,,,,
"     C/2004 R5 (SOHO)",1.0000,0.005,143.92,1.93,80.76,,2004-09-05.5,,PAR,1,,13,T,,,,
"     C/2004 R6 (SOHO)",1.0000,0.005,140.49,3.77,93.47,,2004-09-06.3,,PAR,0,,10,T,,,,
"     C/2004 R7 (SOHO)",1.0000,0.009,143.75,357.59,77.53,,2004-09-06.9,,PAR,1,,33,T,,,,
"     C/2004 S2 (SOHO)",1.0000,0.005,144.91,6.94,81.87,,2004-09-21.3,,PAR,0,,8,T,,,,
"     C/2004 S3 (SOHO)",1.0000,0.007,144.80,5.95,80.70,,2004-09-23.9,,PAR,1,,10,T,,,,
"     C/2004 S4 (SOHO)",1.0000,0.005,144.29,1.86,79.85,,2004-09-29.2,,PAR,1,,11,T,,,,
"     C/2004 T2 (SOHO)",1.0000,0.035,73.67,72.45,61.57,,2004-10-09.1,,PAR,1,,6,T,,,,
"     C/2004 T4 (SOHO)",1.0000,0.005,143.95,1.27,80.00,,2004-10-05.6,,PAR,1,,23,T,,,,
"     C/2004 T5 (SOHO)",1.0000,0.005,144.11,1.56,81.60,,2004-10-06.4,,PAR,1,,22,T,,,,
"     C/2004 T6 (SOHO)",1.0000,0.005,143.90,1.74,80.60,,2004-10-10.9,,PAR,0,,18,T,,,,
"     C/2004 T7 (SOHO)",1.0000,0.005,144.15,4.07,81.25,,2004-10-14.7,,PAR,1,,53,T,,,,
"     C/2004 T8 (SOHO)",1.0000,0.005,144.09,1.33,81.07,,2004-10-04.8,,PAR,0,,16,T,,,,
"     C/2004 U2 (SOHO)",1.0000,0.066,84.25,143.49,218.59,,2004-10-18.0,,PAR,2,,72,T,,,,
"     C/2004 U3 (SOHO)",1.0000,0.037,73.25,74.01,57.26,,2004-10-18.6,,PAR,0,,6,T,,,,
"     C/2004 U4 (SOHO)",1.0000,0.005,147.82,356.43,80.35,,2004-10-17.6,,PAR,0,,7,T,,,,
"     C/2004 U5 (SOHO)",1.0000,0.006,138.46,331.03,58.57,,2004-10-21.9,,PAR,0,,30,T,,,,
"     C/2004 U6 (SOHO)",1.0000,0.005,139.47,323.07,56.68,,2004-10-21.9,,PAR,0,,7,T,,,,
"     C/2004 U7 (SOHO)",1.0000,0.005,144.58,11.41,87.45,,2004-10-22.7,,PAR,0,,8,T,,,,
"     C/2004 U8 (SOHO)",1.0000,0.005,143.92,2.93,81.03,,2004-10-24.6,,PAR,1,,37,T,,,,
"     C/2004 U9 (SOHO)",1.0000,0.005,143.62,4.27,81.73,,2004-10-26.1,,PAR,1,,43,T,,,,
"     C/2004 U10 (SOHO)",1.0000,0.008,143.74,9.44,85.67,,2004-10-26.9,,PAR,0,,9,T,,,,
"     C/2004 U11 (SOHO)",1.0000,0.005,144.58,7.41,86.20,,2004-10-28.2,,PAR,2,,56,T,,,,
"     C/2004 U12 (SOHO)",1.0000,0.005,147.11,358.95,84.23,,2004-10-28.4,,PAR,0,,8,T,,,,
"     C/2004 V6 (SOHO)",1.0000,0.005,142.98,12.84,89.75,,2004-11-04.7,,PAR,0,,14,T,,,,
"     C/2004 V7 (SOHO)",1.0000,0.005,143.83,11.45,89.51,,2004-11-04.5,,PAR,0,,7,T,,,,
"     C/2004 V8 (SOHO)",1.0000,0.005,144.46,7.62,85.91,,2004-11-08.6,,PAR,1,,36,T,,,,
"     C/2004 V10 (SOHO)",1.0000,0.049,26.40,81.86,22.79,,2004-11-08.4,,PAR,0,,9,T,,,,
"     C/2004 V11 (SOHO)",1.0000,0.005,143.29,6.52,83.44,,2004-11-09.0,,PAR,0,,5,T,,,,
"     C/2004 V12 (SOHO)",1.0000,0.005,143.89,4.87,83.29,,2004-11-11.6,,PAR,1,,57,T,,,,
"     C/2004 V14 (SOHO)",1.0000,0.005,143.84,4.48,82.60,,2004-11-14.7,,PAR,0,,19,T,,,,
"     C/2004 V15 (SOHO)",1.0000,0.008,141.29,341.45,65.18,,2004-11-16.8,,PAR,1,,31,T,,,,
"     C/2004 W1 (SOHO)",1.0000,0.005,143.27,15.30,90.92,,2004-11-16.6,,PAR,0,,7,T,,,,
"     C/2004 W2 (SOHO)",1.0000,0.005,142.14,15.07,89.40,,2004-11-19.1,,PAR,0,,8,T,,,,
"     C/2004 W3 (SOHO)",1.0000,0.007,143.89,9.70,87.52,,2004-11-20.4,,PAR,1,,21,T,,,,
"     C/2004 W4 (SOHO)",1.0000,0.005,143.41,15.21,91.52,,2004-11-22.1,,PAR,0,,6,T,,,,
"     C/2004 W5 (SOHO)",1.0000,0.005,141.14,12.23,87.12,,2004-11-22.7,,PAR,0,,6,T,,,,
"     C/2004 W6 (SOHO)",1.0000,0.005,142.69,11.82,87.62,,2004-11-23.5,,PAR,0,,6,T,,,,
"     C/2004 W7 (SOHO)",1.0000,0.005,143.05,8.85,85.95,,2004-11-25.2,,PAR,1,,40,T,,,,
"     C/2004 W8 (SOHO)",1.0000,0.005,141.74,13.85,90.38,,2004-11-24.5,,PAR,0,,7,T,,,,
"     C/2004 W9 (SOHO)",1.0000,0.005,140.50,21.98,96.80,,2004-11-28.8,,PAR,0,,8,T,,,,
"     C/2004 W10 (SOHO)",1.0000,0.047,25.97,82.11,25.29,,2004-11-29.2,,PAR,0,,12,T,,,,
"     C/2004 W11 (SOHO)",1.0000,0.005,142.57,11.30,86.57,,2004-12-01.0,,PAR,0,,6,T,,,,
"     C/2004 X3 (LINEAR)",1.0064,4.402,81.08,343.05,202.13,,2005-06-17.1,,HYP,471,,241,,,,,
"     C/2004 X4 (SOHO)",1.0000,0.005,143.47,12.18,89.73,,2004-12-03.9,,PAR,1,,35,T,,,,
"     C/2004 X5 (SOHO)",1.0000,0.006,144.99,4.84,84.65,,2004-12-05.4,,PAR,1,,11,T,,,,
"     C/2004 X6 (SOHO)",1.0000,0.007,140.85,18.43,94.58,,2004-12-07.1,,PAR,0,,11,T,,,,
"     C/2004 X8 (SOHO)",1.0000,0.005,144.22,7.14,90.75,,2004-12-09.2,,PAR,0,,7,T,,,,
"     C/2004 X9 (SOHO)",1.0000,0.005,144.06,6.60,84.88,,2004-12-13.6,,PAR,0,,19,T,,,,
"     C/2004 X10 (SOHO)",1.0000,0.006,146.26,352.06,71.94,,2004-12-13.7,,PAR,0,,17,T,,,,
"     C/2004 X11 (SOHO)",1.0000,0.005,145.35,349.13,70.61,,2004-12-14.2,,PAR,0,,10,T,,,,
"     C/2004 Y2 (SOHO)",1.0000,0.005,131.81,349.99,72.73,,2004-12-19.2,,PAR,1,,6,T,,,,
"     C/2004 Y3 (SOHO)",1.0000,0.005,144.69,5.17,84.18,,2004-12-25.8,,PAR,1,,21,T,,,,
"     C/2004 Y4 (SOHO)",1.0000,0.090,94.42,23.91,128.06,,2004-12-25.5,,PAR,3,,81,T,,,,
"     C/2004 Y5 (SOHO)",1.0000,0.005,144.31,350.47,70.87,,2004-12-26.3,,PAR,1,,23,T,,,,
"     C/2004 Y6 (SOHO)",1.0000,0.007,144.50,325.97,42.74,,2004-12-26.3,,PAR,1,,10,T,,,,
"     C/2004 Y7 (SOHO)",1.0000,0.005,143.73,14.41,90.25,,2004-12-26.6,,PAR,0,,13,T,,,,
"     C/2004 Y8 (SOHO)",1.0000,0.007,140.65,349.33,72.08,,2004-12-27.3,,PAR,1,,14,T,,,,
"     C/2004 Y9 (SOHO)",1.0000,0.005,147.38,356.27,75.27,,2004-12-28.3,,PAR,0,,8,T,,,,
"     C/2004 Y10 (SOHO)",1.0000,0.032,131.61,129.68,99.02,,2004-12-28.2,,PAR,0,,29,T,,,,
"     C/2004 Y11 (SOHO)",1.0000,0.005,145.33,352.02,70.45,,2004-12-29.3,,PAR,1,,13,T,,,,
"     C/2004 Y12 (SOHO)",1.0000,0.005,144.24,0.58,80.19,,2005-01-01.6,,PAR,1,,58,T,,,,
"     C/2005 A1-A (LINEAR)",1.0006,0.907,74.88,355.86,271.86,,2005-04-10.2,,HYP,416,,1264,,,,,
"     C/2005 A2 (SOHO)",1.0000,0.005,144.27,345.46,66.30,,2005-01-04.2,,PAR,0,,16,T,,,,
"     C/2005 A3 (SOHO)",1.0000,0.007,133.47,327.00,55.63,,2005-01-07.2,,PAR,0,,16,T,,,,
"     C/2005 A4 (SOHO)",1.0000,0.007,138.96,337.99,62.90,,2005-01-14.3,,PAR,1,,29,T,,,,
"     C/2005 A5 (SOHO)",1.0000,0.005,144.05,358.60,77.25,,2005-01-15.9,,PAR,0,,13,T,,,,
"     C/2005 B1 (Christensen)",1.0002,3.205,92.55,195.56,103.18,,2006-02-23.5,,HYP,1310,,1486,,,,,
"     C/2005 B2 (SOHO)",1.0000,0.005,145.06,5.23,83.77,,2005-01-26.0,,PAR,0,,10,T,,,,
"     C/2005 B3 (SOHO)",1.0000,0.005,144.34,355.04,74.94,,2005-01-27.5,,PAR,1,,15,T,,,,
"     C/2005 B4 (SOHO)",1.0000,0.035,71.69,74.28,55.68,,2005-01-30.8,,PAR,0,,8,T,,,,
"     C/2005 B5 (SOHO)",1.0000,0.005,144.36,354.20,74.52,,2005-01-22.8,,PAR,0,,11,T,,,,
"     C/2005 B6 (SOHO)",1.0000,0.005,142.81,3.12,80.27,,2005-01-31.1,,PAR,0,,11,T,,,,
"     C/2005 C1 (SOHO)",1.0000,0.039,67.47,75.84,53.13,,2005-02-02.3,,PAR,0,,9,T,,,,
"     C/2005 C2 (SOHO)",1.0000,0.005,145.85,354.11,73.00,,2005-02-02.7,,PAR,0,,11,T,,,,
"     C/2005 C3 (SOHO)",1.0000,0.005,144.80,6.45,84.70,,2005-02-08.5,,PAR,1,,44,T,,,,
"     C/2005 C4 (SOHO)",1.0000,0.039,40.06,7.79,36.66,,2005-02-13.3,,PAR,1,,23,T,,,,
"     C/2005 D1 (SOHO)",1.0000,0.047,121.76,284.06,16.46,,2005-02-23.6,,PAR,0,,8,T,,,,
"     C/2005 D2 (SOHO)",1.0000,0.007,144.99,3.06,78.63,,2005-02-22.6,,PAR,0,,14,T,,,,
"     C/2005 D3 (SOHO)",1.0000,0.007,144.22,355.24,72.28,,2005-02-23.2,,PAR,0,,21,T,,,,
"     C/2005 D4 (SOHO)",1.0000,0.005,144.28,0.75,79.94,,2005-02-26.9,,PAR,0,,14,T,,,,
"     C/2005 D5 (SOHO)",1.0000,0.006,143.74,357.61,77.83,,2005-02-27.9,,PAR,1,,45,T,,,,
"     C/2005 E2 (McNaught)",1.0001,1.520,16.99,347.85,39.97,,2006-02-23.4,,HYP,1087,,1317,,,,,
"     C/2005 E3 (SOHO)",1.0000,0.005,140.29,343.12,77.96,,2005-03-06.9,,PAR,0,,5,T,,,,
"     C/2005 E4 (SOHO)",1.0000,0.049,26.43,80.60,22.24,,2005-03-10.5,,PAR,1,,29,T,,,,
"     C/2005 E5 (SOHO)",1.0000,0.005,144.41,359.09,80.02,,2005-03-12.6,,PAR,1,,17,T,,,,
"     C/2005 E6 (SOHO)",1.0000,0.005,144.09,359.69,78.80,,2005-03-15.1,,PAR,2,,46,T,,,,
"     C/2005 E7 (SOHO)",1.0000,0.005,139.37,331.02,63.07,,2005-03-14.9,,PAR,0,,13,T,,,,
"     C/2005 E8 (SOHO)",1.0000,0.005,144.30,0.86,81.33,,2005-03-15.8,,PAR,1,,15,T,,,,
"     C/2005 E9 (SOHO)",1.0000,0.005,143.53,358.70,89.31,,2005-03-15.2,,PAR,1,,5,T,,,,
"     C/2005 EL173 (LONEOS)",1.0032,3.886,130.68,344.79,261.49,,2007-03-05.8,,HYP,1355,,314,,,,,
"     C/2005 F1 (SOHO)",1.0000,0.005,144.16,359.66,76.58,,2005-03-18.1,,PAR,0,,44,T,,,,
"     C/2005 F2 (SOHO)",1.0000,0.007,144.20,359.46,73.01,,2005-03-19.3,,PAR,1,,25,T,,,,
"     C/2005 F3 (SOHO)",1.0000,0.005,143.96,350.21,76.99,,2005-03-28.3,,PAR,0,,9,T,,,,
"     C/2005 F4 (SOHO)",1.0000,0.007,144.14,1.21,76.21,,2005-03-29.1,,PAR,0,,16,T,,,,
"     C/2005 F5 (SOHO)",1.0000,0.005,144.09,0.74,79.67,,2005-03-28.9,,PAR,0,,12,T,,,,
"     C/2005 G2 (SOHO)",1.0000,0.049,26.84,80.69,23.53,,2005-04-14.2,,PAR,1,,33,T,,,,
"     C/2005 G3 (SOHO)",1.0000,0.009,136.42,334.27,57.03,,2005-04-04.7,,PAR,1,,26,T,,,,
"     C/2005 G4 (SOHO)",1.0000,0.005,144.19,350.04,79.88,,2005-04-08.5,,PAR,0,,7,T,,,,
"     C/2005 G5 (SOHO)",1.0000,0.005,143.61,3.14,81.54,,2005-04-10.2,,PAR,1,,7,T,,,,
"     C/2005 G6 (SOHO)",1.0000,0.005,144.05,0.57,78.85,,2005-04-12.0,,PAR,0,,11,T,,,,
"     C/2005 G7 (SOHO)",1.0000,0.005,143.44,2.54,80.23,,2005-04-14.5,,PAR,0,,9,T,,,,
"     C/2005 H2 (SOHO)",1.0000,0.036,78.83,72.43,58.78,,2005-04-17.8,,PAR,0,,13,T,,,,
"     C/2005 H3 (SOHO)",1.0000,0.005,143.82,2.45,80.54,,2005-04-22.7,,PAR,1,,32,T,,,,
"     C/2005 H4 (SOHO)",1.0000,0.005,143.18,2.71,80.90,,2005-04-22.3,,PAR,1,,5,T,,,,
"     C/2005 H5 (SOHO)",1.0000,0.005,144.13,8.18,85.94,,2005-04-25.2,,PAR,0,,9,T,,,,
"     C/2005 H6 (SOHO)",1.0000,0.005,138.19,309.11,46.95,,2005-04-25.3,,PAR,0,,6,T,,,,
"     C/2005 H7 (SOHO)",1.0000,0.013,73.07,354.66,125.91,,2005-04-25.6,,PAR,0,,11,T,,,,
"     C/2005 H8 (SOHO)",1.0000,0.005,145.75,0.59,84.31,,2005-04-26.6,,PAR,0,,8,T,,,,
"     C/2005 H9 (SOHO)",1.0000,0.035,73.54,73.96,57.77,,2005-04-29.0,,PAR,1,,15,T,,,,
"     C/2005 J2 (Catalina)",1.0000,4.287,150.80,33.37,199.64,,2005-04-04.2,,HYP,234,,65,T,,,,
"     C/2005 J3 (SOHO)",1.0000,0.005,144.25,0.41,79.60,,2005-05-03.2,,PAR,1,,8,T,,,,
"     C/2005 J4 (SOHO)",1.0000,0.005,146.70,356.52,80.85,,2005-05-06.1,,PAR,0,,8,T,,,,
"     C/2005 J5 (SOHO)",1.0000,0.005,144.14,12.30,88.84,,2005-05-09.4,,PAR,1,,18,T,,,,
"     C/2005 J6 (SOHO)",1.0000,0.005,142.26,9.26,84.45,,2005-05-10.9,,PAR,0,,23,T,,,,
"     C/2005 J7 (SOHO)",1.0000,0.005,143.58,4.84,82.77,,2005-05-12.1,,PAR,1,,43,T,,,,
"     C/2005 J8 (SOHO)",1.0000,0.005,144.05,4.37,83.71,,2005-05-13.1,,PAR,0,,6,T,,,,
"     C/2005 J9 (SOHO)",1.0000,0.005,143.60,17.07,94.61,,2005-05-14.5,,PAR,0,,6,T,,,,
"     C/2005 J10 (SOHO)",1.0000,0.005,143.02,9.56,84.60,,2005-05-14.9,,PAR,0,,6,T,,,,
"     C/2005 J11 (SOHO)",1.0000,0.005,142.69,7.81,84.09,,2005-05-15.6,,PAR,0,,10,T,,,,
"     C/2005 J12 (SOHO)",1.0000,0.005,142.89,7.95,84.72,,2005-05-16.3,,PAR,1,,8,T,,,,
"     C/2005 K1 (Skiff)",1.0033,3.693,77.75,106.31,134.94,,2005-11-21.1,,HYP,812,,616,,,,,
"     C/2005 K2-A (LINEAR)",1.0013,0.545,102.06,45.68,216.51,,2005-07-05.3,,HYP,32,,141,,,,,
"     C/2005 K4 (SOHO)",1.0000,0.037,73.25,74.48,56.47,,2005-05-16.3,,PAR,0,,12,T,,,,
"     C/2005 K5 (SOHO)",1.0000,0.005,142.25,9.16,85.10,,2005-05-19.0,,PAR,0,,7,T,,,,
"     C/2005 K6 (SOHO)",1.0000,0.005,143.85,2.00,81.10,,2005-05-20.5,,PAR,0,,9,T,,,,
"     C/2005 K7 (SOHO)",1.0000,0.005,142.00,17.59,93.28,,2005-05-20.9,,PAR,0,,8,T,,,,
"     C/2005 K8 (SOHO)",1.0000,0.005,144.36,6.51,84.12,,2005-05-20.9,,PAR,0,,11,T,,,,
"     C/2005 K9 (SOHO)",1.0000,0.035,73.06,74.47,56.89,,2005-05-28.2,,PAR,0,,6,T,,,,
"     C/2005 K10 (SOHO)",1.0000,0.005,140.99,15.81,91.60,,2005-05-30.8,,PAR,0,,6,T,,,,
"     C/2005 L5 (SOHO)",1.0000,0.005,142.27,18.49,93.94,,2005-06-01.9,,PAR,0,,6,T,,,,
"     C/2005 L6 (SOHO)",1.0000,0.005,146.03,330.17,53.94,,2005-06-06.1,,PAR,0,,5,T,,,,
"     C/2005 L7 (SOHO)",1.0000,0.005,144.13,358.74,78.82,,2005-06-07.3,,PAR,2,,61,T,,,,
"     C/2005 L8 (SOHO)",1.0000,0.005,135.79,29.42,100.11,,2005-06-06.5,,PAR,0,,12,T,,,,
"     C/2005 L9 (SOHO)",1.0000,0.004,143.74,3.08,82.43,,2005-06-07.4,,PAR,1,,22,T,,,,
"     C/2005 L10 (SOHO)",1.0000,0.007,128.30,40.68,107.42,,2005-06-10.0,,PAR,0,,18,T,,,,
"     C/2005 L11 (SOHO)",1.0000,0.005,143.83,3.97,83.24,,2005-06-10.5,,PAR,1,,54,T,,,,
"     C/2005 L12 (SOHO)",1.0000,0.004,144.65,354.57,75.87,,2005-06-12.6,,PAR,0,,33,T,,,,
"     C/2005 L13 (SOHO)",1.0000,0.007,138.48,334.50,59.31,,2005-06-12.4,,PAR,0,,12,T,,,,
"     C/2005 L14 (SOHO)",1.0000,0.005,143.71,7.70,86.31,,2005-06-13.0,,PAR,0,,16,T,,,,
"     C/2005 L15 (SOHO)",1.0000,0.005,142.96,334.00,57.64,,2005-06-17.0,,PAR,1,,38,T,,,,
"     C/2005 M2 (SOHO)",1.0000,0.005,144.19,1.26,81.36,,2005-06-17.0,,PAR,0,,24,T,,,,
"     C/2005 M3 (SOHO)",1.0000,0.035,88.99,140.98,247.50,,2005-06-19.8,,PAR,0,,20,T,,,,
"     C/2005 M4 (SOHO)",1.0000,0.005,143.26,4.47,83.86,,2005-06-21.2,,PAR,0,,20,T,,,,
"     C/2005 M5 (SOHO)",1.0000,0.005,144.93,341.52,63.18,,2005-06-21.4,,PAR,1,,17,T,,,,
"     C/2005 M6 (SOHO)",1.0000,0.005,145.41,341.90,62.25,,2005-06-25.1,,PAR,0,,9,T,,,,
"     C/2005 M7 (SOHO)",1.0000,0.005,144.81,347.55,68.36,,2005-06-26.3,,PAR,1,,33,T,,,,
"     C/2005 M8 (SOHO)",1.0000,0.006,146.71,337.42,55.76,,2005-06-28.1,,PAR,0,,9,T,,,,
"     C/2005 M9 (SOHO)",1.0000,0.005,144.64,345.73,67.16,,2005-06-28.4,,PAR,1,,18,T,,,,
"     C/2005 M10 (SOHO)",1.0000,0.005,145.00,346.00,66.05,,2005-06-29.7,,PAR,0,,8,T,,,,
"     C/2005 N6 (SOHO)",1.0000,0.005,145.55,344.03,63.86,,2005-07-06.6,,PAR,0,,4,T,,,,
"     C/2005 N7 (SOHO)",1.0000,0.005,144.42,6.93,85.72,,2005-07-13.0,,PAR,1,,38,T,,,,
"     C/2005 N8 (SOHO)",1.0000,0.005,133.68,15.58,98.51,,2005-07-13.3,,PAR,0,,8,T,,,,
"     C/2005 N9 (SOHO)",1.0000,0.005,144.46,353.94,73.64,,2005-07-14.4,,PAR,1,,50,T,,,,
"     C/2005 N10 (SOHO)",1.0000,0.006,138.69,344.17,69.58,,2005-07-14.0,,PAR,0,,17,T,,,,
"     C/2005 O3 (SOHO)",1.0000,0.005,144.10,0.93,80.61,,2005-07-23.5,,PAR,2,,51,T,,,,
"     C/2005 O4 (SOHO)",1.0000,0.005,144.82,4.88,83.46,,2005-07-25.0,,PAR,1,,21,T,,,,
"     C/2005 O5 (SOHO)",1.0000,0.036,74.41,67.93,60.68,,2005-07-26.2,,PAR,0,,12,T,,,,
"     C/2005 O6 (SOHO)",1.0000,0.005,144.34,356.56,75.93,,2005-07-27.3,,PAR,1,,30,T,,,,
"     C/2005 P1 (SOHO)",1.0000,0.005,144.54,6.32,85.08,,2005-08-06.5,,PAR,1,,33,T,,,,
"     C/2005 P2 (SOHO)",1.0000,0.005,144.43,357.47,79.28,,2005-08-06.1,,PAR,0,,11,T,,,,
"     C/2005 P4 (SOHO)",1.0000,0.005,143.97,1.47,81.35,,2005-08-12.0,,PAR,0,,31,T,,,,
"     C/2005 P5 (SOHO)",1.0000,0.005,141.82,16.35,97.26,,2005-08-13.3,,PAR,1,,15,T,,,,
"     C/2005 P6 (SOHO)",1.0000,0.005,143.88,359.19,77.62,,2005-08-14.7,,PAR,0,,14,T,,,,
"     C/2005 Q1 (LINEAR)",1.0043,6.408,105.19,87.73,44.69,,2005-08-25.5,,HYP,780,,156,,,,,
"     C/2005 Q2 (SOHO)",1.0000,0.038,74.51,76.48,58.53,,2005-08-23.2,,PAR,0,,8,T,,,,
"     C/2005 Q3 (SOHO)",1.0000,0.025,43.52,70.89,93.72,,2005-08-30.3,,PAR,0,,9,T,,,,
"     C/2005 Q5 (SOHO)",1.0000,0.005,144.55,7.08,85.52,,2005-08-18.6,,PAR,1,,26,T,,,,
"     C/2005 Q6 (SOHO)",1.0000,0.039,50.40,156.59,299.54,,2005-08-19.2,,PAR,0,,16,T,,,,
"     C/2005 Q7 (SOHO)",1.0000,0.005,143.97,1.38,81.40,,2005-08-25.6,,PAR,1,,30,T,,,,
"     C/2005 Q8 (SOHO)",1.0000,0.038,72.42,77.20,58.37,,2005-08-25.3,,PAR,0,,5,T,,,,
"     C/2005 Q9 (SOHO)",1.0000,0.005,144.71,5.66,84.05,,2005-08-30.8,,PAR,1,,32,T,,,,
"     C/2005 Q10 (SOHO)",1.0000,0.005,144.21,1.18,79.15,,2005-08-31.2,,PAR,0,,27,T,,,,
"     C/2005 R5 (SOHO)",1.0000,0.005,143.62,357.96,80.85,,2005-09-06.4,,PAR,1,,16,T,,,,
"     C/2005 R6 (SOHO)",1.0000,0.005,142.24,3.29,90.06,,2005-09-06.9,,PAR,0,,18,T,,,,
"     C/2005 R7 (SOHO)",1.0000,0.005,144.12,359.63,78.09,,2005-09-16.5,,PAR,1,,45,T,,,,
"     C/2005 S1 (SOHO)",1.0000,0.005,144.20,2.01,78.66,,2005-09-29.2,,PAR,2,,66,T,,,,
"     C/2005 S5 (SOHO)",1.0000,0.005,132.02,311.81,53.53,,2005-09-19.4,,PAR,1,,26,T,,,,
"     C/2005 S6 (SOHO)",1.0000,0.005,144.11,0.03,76.86,,2005-09-21.2,,PAR,1,,37,T,,,,
"     C/2005 S7 (SOHO)",1.0000,0.005,144.11,8.13,83.26,,2005-09-23.9,,PAR,0,,15,T,,,,
